,Session #,Customer ID,Song Order,Date,Artist,Song
643,209,f0549d,1,2021-01-18 16:59:59.971,Wheatus,Teenage Dirtbag
644,209,f0549d,2,2021-01-18 17:03:00.029,Beyonce,Single Ladies (Put A Ring On It)
645,209,f0549d,3,2021-01-18 17:06:00.000,Frozen,Let It Go
646,209,f0549d,4,2021-01-18 17:08:00.010,Oasis,Wonderwall
647,210,ddd7ca,1,2021-01-18 21:00:00.000,Kesha,This Is Me (Greatest Showman)
648,211,8e86fe,1,2021-01-18 22:00:00.029,Journey,Don’t Stop Believin’
649,211,8e86fe,2,2021-01-18 22:03:00.000,Bon Jovi,Livin’ On A Prayer
650,211,8e86fe,3,2021-01-18 22:05:00.010,The Little Mermaid,Under The Sea
651,211,8e86fe,4,2021-01-18 22:07:00.019,Ed Sheeran,Castle On The Hill
652,212,8c876d,1,2021-01-19 01:59:59.971,Dua Lipa,New Rules
653,212,8c876d,2,2021-01-19 02:03:00.029,Camilla Cabello Ft. Young Thug,Havana
654,213,75594b,1,2021-01-19 04:00:00.029,Anne-Marie,2002
655,213,75594b,2,2021-01-19 04:03:00.000,Cher,Believe
656,213,75594b,3,2021-01-19 04:05:59.971,Kesha,This Is Me (Greatest Showman)
657,214,45c142,1,2021-01-19 07:00:00.029,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
658,214,45c142,2,2021-01-19 07:02:00.038,Tones And I,Dance Monkey
659,214,45c142,3,2021-01-19 07:05:00.010,Britney Spears,Baby One More Time
660,214,45c142,4,2021-01-19 07:07:00.019,High School Musical,Breaking Free
661,214,45c142,5,2021-01-19 07:09:59.990,High School Musical,Breaking Free
662,214,45c142,6,2021-01-19 07:12:59.962,Kings Of Leon,Sex Is On Fire
663,214,45c142,7,2021-01-19 07:14:59.971,Aladdin,A Whole New World
664,214,45c142,8,2021-01-19 07:18:00.029,Spice Girls,Wannabe
665,214,45c142,9,2021-01-19 07:20:00.038,Eminem,Lose Yourself
666,214,45c142,10,2021-01-19 07:23:00.010,Billie Eilish,Bad Guy
667,215,ddd7ca,1,2021-01-19 16:59:59.971,Britney Spears,Toxic
668,215,ddd7ca,2,2021-01-19 17:03:00.029,Britney Spears,Toxic
669,216,bdc39c,1,2021-01-19 19:00:00.029,Eminem,Lose Yourself
670,216,bdc39c,2,2021-01-19 19:03:00.000,ABBA,Mamma Mia
671,217,47a375,1,2021-01-19 21:00:00.000,Vanilla Ice,Ice Ice Baby
672,217,47a375,2,2021-01-19 21:02:59.971,Bryan Adams,Summer Of ’69
673,217,47a375,3,2021-01-19 21:06:00.029,Queen,I Want To Break Free
674,218,498a45,1,2021-01-20 00:00:00.000,The Little Mermaid,Under The Sea
675,219,8dc987,1,2021-01-20 01:00:00.029,Destiny’s Child,Say My Name
676,219,8dc987,2,2021-01-20 01:02:00.038,ABBA,Gimme Gimme Gimme
677,219,8dc987,3,2021-01-20 01:03:59.962,Moana,How Far I’ll Go
678,220,45c142,1,2021-01-20 04:00:00.029,Beyonce,Single Ladies (Put A Ring On It)
679,220,45c142,2,2021-01-20 04:03:00.000,Taylor Swift,Shake It Off
680,220,45c142,3,2021-01-20 04:05:00.010,ABBA,Gimme Gimme Gimme
681,220,45c142,4,2021-01-20 04:07:00.019,The Little Mermaid,Under The Sea
682,221,a8ed24,1,2021-01-20 09:00:00.000,ABBA,Waterloo
683,221,a8ed24,2,2021-01-20 09:02:59.971,Bon Jovi,Livin’ On A Prayer
684,221,a8ed24,3,2021-01-20 09:04:59.981,Journey,Don’t Stop Believin’
685,221,a8ed24,4,2021-01-20 09:08:00.038,Neil Diamond,Sweet Caroline
686,222,19c2ae,1,2021-01-20 13:00:00.029,The Lion King,Can You Feel The Love Tonight
687,222,19c2ae,2,2021-01-20 13:02:00.038,Pinkfong,Baby Shark
688,222,19c2ae,3,2021-01-20 13:05:00.010,Lewis Capaldi,Someone You Loved
689,223,0becb9,1,2021-01-20 16:00:00.029,Britney Spears,Baby One More Time
690,223,0becb9,2,2021-01-20 16:02:00.038,Backstreet Boys,I Want It That Way
691,223,0becb9,3,2021-01-20 16:03:59.962,Ava Max,Sweet But Psycho
692,224,14e19f,1,2021-01-20 19:00:00.029,ABBA,Dancing Queen
693,224,14e19f,2,2021-01-20 19:02:00.038,Cher,Believe
694,224,14e19f,3,2021-01-20 19:05:00.010,Lewis Capaldi,Someone You Loved
695,224,14e19f,4,2021-01-20 19:07:59.981,Ed Sheeran,Shape Of You
696,224,14e19f,5,2021-01-20 19:11:00.038,Beyonce,Single Ladies (Put A Ring On It)
697,225,498a45,1,2021-01-21 00:00:00.000,Guns N’ Roses,Sweet Child O’ Mine
698,226,0bf30d,1,2021-01-21 01:00:00.029,ABBA,Dancing Queen
699,226,0bf30d,2,2021-01-21 01:02:00.038,Guns N’ Roses,Sweet Child O’ Mine
700,226,0bf30d,3,2021-01-21 01:03:59.962,ABBA,Dancing Queen
701,226,0bf30d,4,2021-01-21 01:05:59.971,Estelle Ft. Kanye West,American Boy
702,226,0bf30d,5,2021-01-21 01:09:00.029,Dirty Dancing,The Time Of My Life
703,227,d5fcf7,1,2021-01-21 06:00:00.000,Dolly Parton,9 To 5
704,227,d5fcf7,2,2021-01-21 06:02:00.010,The Greatest Showman,A Million Dreams
705,227,d5fcf7,3,2021-01-21 06:04:59.981,Toto,Africa
706,227,d5fcf7,4,2021-01-21 06:08:00.038,Moana,How Far I’ll Go
707,227,d5fcf7,5,2021-01-21 06:11:00.010,Oasis,Don’t Look Back In Anger
708,228,15885d,1,2021-01-21 10:59:59.971,The Lion King,Can You Feel The Love Tonight
709,229,80244a,1,2021-01-21 12:00:00.000,Frank Sinatra,New York New York
710,229,80244a,2,2021-01-21 12:02:59.971,The Lion King,I Just Can’t Wait To Be King
711,229,80244a,3,2021-01-21 12:04:59.981,Gloria Gaynor,I Will Survive
712,230,0ec5f7,1,2021-01-21 15:00:00.000,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
713,230,0ec5f7,2,2021-01-21 15:02:00.010,Mark Ronson Ft. Bruno Mars,Uptown Funk
714,231,9e17fe,1,2021-01-21 16:59:59.971,Spice Girls,Wannabe
715,231,9e17fe,2,2021-01-21 17:01:59.981,Alexandra Burke,Hallelujah
716,231,9e17fe,3,2021-01-21 17:05:00.038,Dua Lipa,New Rules
717,231,9e17fe,4,2021-01-21 17:08:00.010,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
718,231,9e17fe,5,2021-01-21 17:10:00.019,ABBA,Mamma Mia
719,231,9e17fe,6,2021-01-21 17:12:00.029,Journey,Don’t Stop Believin’
720,231,9e17fe,7,2021-01-21 17:15:00.000,Oasis,Wonderwall
721,231,9e17fe,8,2021-01-21 17:17:00.010,Frank Sinatra,My Way
722,232,ad5f75,1,2021-01-22 01:00:00.029,Tones And I,Dance Monkey
723,233,41c5b3,1,2021-01-22 01:59:59.971,Grease,Summer Nights
724,233,41c5b3,2,2021-01-22 02:01:59.981,Aladdin,A Whole New World
725,233,41c5b3,3,2021-01-22 02:05:00.038,Dirty Dancing,The Time Of My Life
726,234,2bb0da,1,2021-01-22 04:59:59.971,The Little Mermaid,Part Of Your World
727,234,2bb0da,2,2021-01-22 05:03:00.029,Alexandra Burke,Hallelujah
728,234,2bb0da,3,2021-01-22 05:06:00.000,Bonnie Tyler,Total Eclipse Of The Heart
729,234,2bb0da,4,2021-01-22 05:08:59.971,The Beatles,Hey Jude
730,234,2bb0da,5,2021-01-22 05:12:00.029,Estelle Ft. Kanye West,American Boy
731,235,509ec8,1,2021-01-22 10:00:00.029,Dirty Dancing,The Time Of My Life
732,235,509ec8,2,2021-01-22 10:03:00.000,The Proclaimers,I’m Gonna Be (500 Miles)
733,235,509ec8,3,2021-01-22 10:05:59.971,Spice Girls,Wannabe
734,236,98b4b4,1,2021-01-22 13:00:00.029,Luis Fonsi & Daddy Yankee,Despacito
735,237,301133,1,2021-01-22 13:59:59.971,The Pogues,Fairytale Of New York
736,237,301133,2,2021-01-22 14:01:59.981,Cher,Believe
737,237,301133,3,2021-01-22 14:05:00.038,The Proclaimers,I’m Gonna Be (500 Miles)
738,237,301133,4,2021-01-22 14:08:00.010,Backstreet Boys,I Want It That Way
739,238,b5f816,1,2021-01-22 18:00:00.000,Frozen,Let It Go
740,239,b0b55f,1,2021-01-22 19:00:00.029,Zac Efron & Zendaya,Rewrite The Stars (The Greatest Showman)
741,240,01fc7c,1,2021-01-22 19:59:59.971,The Lion King,Can You Feel The Love Tonight
742,240,01fc7c,2,2021-01-22 20:01:59.981,Dolly Parton,Jolene
743,240,01fc7c,3,2021-01-22 20:03:59.990,Dirty Dancing,The Time Of My Life
744,240,01fc7c,4,2021-01-22 20:06:59.962,Backstreet Boys,Everybody
745,240,01fc7c,5,2021-01-22 20:08:59.971,Outkast,Hey Ya
746,240,01fc7c,6,2021-01-22 20:12:00.029,Little Mix,Shout Out To My Ex
747,241,6640b1,1,2021-01-23 01:59:59.971,Pinkfong,Baby Shark
748,241,6640b1,2,2021-01-23 02:03:00.029,Pinkfong,Baby Shark
749,241,6640b1,3,2021-01-23 02:06:00.000,Anne-Marie,2002
750,241,6640b1,4,2021-01-23 02:08:59.971,Queen,Don’t Stop Me Now
751,242,2e5db7,1,2021-01-23 07:00:00.029,Lil Nas X,Old Town Road
752,242,2e5db7,2,2021-01-23 07:03:00.000,Anne-Marie,2002
753,242,2e5db7,3,2021-01-23 07:05:59.971,ABBA,Gimme Gimme Gimme
754,243,40b63a,1,2021-01-23 10:00:00.029,Bonnie Tyler,Total Eclipse Of The Heart
755,243,40b63a,2,2021-01-23 10:03:00.000,Destiny’s Child,Say My Name
756,243,40b63a,3,2021-01-23 10:05:00.010,Ed Sheeran,Perfect
757,244,316313,1,2021-01-23 13:00:00.029,Wheatus,Teenage Dirtbag
758,244,316313,2,2021-01-23 13:03:00.000,Bonnie Tyler,Total Eclipse Of The Heart
759,244,316313,3,2021-01-23 13:05:59.971,Pinkfong,Baby Shark
760,245,749ebe,1,2021-01-23 16:00:00.029,Oasis,Don’t Look Back In Anger
761,246,4ec76d,1,2021-01-23 16:59:59.971,Mariah Carey,All I Want For Christmas Is You
762,247,452d87,1,2021-01-23 18:00:00.000,Oasis,Don’t Look Back In Anger
763,248,a242ac,1,2021-01-23 19:00:00.029,The Lion King,Hakuna Matata
764,249,b0c352,1,2021-01-23 19:59:59.971,TLC,No Scrubs
765,249,b0c352,2,2021-01-23 20:03:00.029,Mariah Carey,All I Want For Christmas Is You
766,249,b0c352,3,2021-01-23 20:05:00.038,The Beatles,Hey Jude
767,249,b0c352,4,2021-01-23 20:08:00.010,Gloria Gaynor,I Will Survive
768,249,b0c352,5,2021-01-23 20:10:00.019,Oasis,Wonderwall
769,249,b0c352,6,2021-01-23 20:12:00.029,Billie Eilish,Bad Guy
770,249,b0c352,7,2021-01-23 20:14:00.038,Dolly Parton,Jolene
771,249,b0c352,8,2021-01-23 20:15:59.962,Loren Allred,Never Enough (The Greatest Showman)
772,250,498a45,1,2021-01-24 04:00:00.029,Little Mix,Shout Out To My Ex
773,251,ccee6c,1,2021-01-24 04:59:59.971,The Greatest Showman,A Million Dreams
774,251,ccee6c,2,2021-01-24 05:03:00.029,High School Musical,Breaking Free
775,251,ccee6c,3,2021-01-24 05:06:00.000,Alexandra Burke,Hallelujah
776,251,ccee6c,4,2021-01-24 05:08:59.971,Oasis,Wonderwall
777,252,d93ab5,1,2021-01-24 09:00:00.000,Ike And Tina Turner,Proud Mary
778,252,d93ab5,2,2021-01-24 09:02:00.010,A-Ha,Take On Me
779,252,d93ab5,3,2021-01-24 09:04:00.019,Frozen,Let It Go
780,252,d93ab5,4,2021-01-24 09:06:00.029,ABBA,Dancing Queen
781,252,d93ab5,5,2021-01-24 09:08:00.038,Dolly Parton,9 To 5
782,252,d93ab5,6,2021-01-24 09:09:59.962,Outkast,Hey Ya
783,252,d93ab5,7,2021-01-24 09:13:00.019,TLC,No Scrubs
784,253,6.99e+67,1,2021-01-24 16:00:00.029,Bryan Adams,Summer Of ’69
785,253,6.99e+67,2,2021-01-24 16:03:00.000,Outkast,Hey Ya
786,253,6.99e+67,3,2021-01-24 16:05:59.971,Kesha,This Is Me (Greatest Showman)
787,253,6.99e+67,4,2021-01-24 16:09:00.029,Britney Spears,Toxic
788,254,a5632d,1,2021-01-24 19:59:59.971,Alexandra Burke,Hallelujah
789,254,a5632d,2,2021-01-24 20:03:00.029,The Human League,Don’t You Want Me Baby
790,254,a5632d,3,2021-01-24 20:06:00.000,Cher,Believe
791,255,,1,2021-01-24 22:59:59.971,A-Ha,Take On Me
792,256,a04f42,1,2021-01-25 00:00:00.000,Will Smith,The Fresh Prince Of Bel Air
793,256,a04f42,2,2021-01-25 00:02:00.010,Estelle Ft. Kanye West,American Boy
794,256,a04f42,3,2021-01-25 00:04:59.981,Outkast,Hey Ya
795,256,a04f42,4,2021-01-25 00:08:00.038,Spice Girls,Wannabe
796,257,bfe6b6,1,2021-01-25 04:00:00.029,Ed Sheeran & Justin Bieber,I Don’t Care
797,257,bfe6b6,2,2021-01-25 04:03:00.000,Backstreet Boys,I Want It That Way
798,257,bfe6b6,3,2021-01-25 04:05:00.010,Eminem,Lose Yourself
799,257,bfe6b6,4,2021-01-25 04:07:59.981,Robbie Williams,Angels
800,257,bfe6b6,5,2021-01-25 04:11:00.038,Anne-Marie,2002
801,257,bfe6b6,6,2021-01-25 04:14:00.010,The Little Mermaid,Part Of Your World
802,257,bfe6b6,7,2021-01-25 04:16:59.981,Shawn Mendes & Camila Cabello,Senorita
803,258,,1,2021-01-25 10:59:59.971,Britney Spears,Toxic
804,259,08c83a,1,2021-01-25 12:00:00.000,The Beatles,Hey Jude
805,260,2e5db7,1,2021-01-25 13:00:00.029,Mariah Carey,All I Want For Christmas Is You
806,261,56f7a2,1,2021-01-25 13:59:59.971,Dua Lipa,New Rules
807,262,f97dbd,1,2021-01-25 15:00:00.000,Queen,I Want To Break Free
808,262,f97dbd,2,2021-01-25 15:02:59.971,A-Ha,Take On Me
809,263,0becb9,1,2021-01-25 16:59:59.971,Bon Jovi,Livin’ On A Prayer
810,263,0becb9,2,2021-01-25 17:01:59.981,Frank Sinatra,My Way
811,263,0becb9,3,2021-01-25 17:05:00.038,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
812,264,9e17fe,1,2021-01-25 19:59:59.971,John Denver,"Take Me Home, Country Roads"
813,264,9e17fe,2,2021-01-25 20:03:00.029,Alexandra Burke,Hallelujah
814,265,a0a25c,1,2021-01-25 22:00:00.029,Whitney Houston,I Wanna Dance With Somebody
815,265,a0a25c,2,2021-01-25 22:03:00.000,Mark Ronson Ft. Bruno Mars,Uptown Funk
816,265,a0a25c,3,2021-01-25 22:05:59.971,TLC,No Scrubs
817,266,98b4b4,1,2021-01-26 01:00:00.029,Little Mix,Shout Out To My Ex
818,266,98b4b4,2,2021-01-26 01:03:00.000,A-Ha,Take On Me
819,266,98b4b4,3,2021-01-26 01:05:00.010,Ava Max,Sweet But Psycho
820,266,98b4b4,4,2021-01-26 01:07:59.981,Billie Eilish,Bad Guy
821,266,98b4b4,5,2021-01-26 01:09:59.990,Taylor Swift,Shake It Off
822,266,98b4b4,6,2021-01-26 01:12:00.000,Dolly Parton,9 To 5
823,267,ce0bf2,1,2021-01-26 07:00:00.029,Dolly Parton,9 To 5
824,267,ce0bf2,2,2021-01-26 07:02:00.038,Bon Jovi,Livin’ On A Prayer
825,267,ce0bf2,3,2021-01-26 07:03:59.962,A-Ha,Take On Me
826,267,ce0bf2,4,2021-01-26 07:05:59.971,The Little Mermaid,Under The Sea
827,267,ce0bf2,5,2021-01-26 07:07:59.981,George Ezra,Shotgun
828,268,8d850e,1,2021-01-26 12:00:00.000,Dolly Parton & Kenny Rogers,Islands In The Stream
829,268,8d850e,2,2021-01-26 12:02:59.971,Frozen,Let It Go
830,269,9e17fe,1,2021-01-26 13:59:59.971,Queen,We Will Rock You
831,269,9e17fe,2,2021-01-26 14:03:00.029,Mariah Carey,All I Want For Christmas Is You
832,270,bdc39c,1,2021-01-26 16:00:00.029,Wheatus,Teenage Dirtbag
833,271,b5f816,1,2021-01-26 16:59:59.971,Ava Max,Sweet But Psycho
834,271,b5f816,2,2021-01-26 17:03:00.029,Outkast,Hey Ya
835,271,b5f816,3,2021-01-26 17:06:00.000,Backstreet Boys,Everybody
836,271,b5f816,4,2021-01-26 17:08:00.010,Guns N’ Roses,Sweet Child O’ Mine
837,272,a59dd7,1,2021-01-26 21:00:00.000,Cher,Believe
838,272,a59dd7,2,2021-01-26 21:02:59.971,Aqua,Barbie Girl
839,273,2559000,1,2021-01-26 22:59:59.971,The Human League,Don’t You Want Me Baby
840,273,2559000,2,2021-01-26 23:03:00.029,The Weather Girls,It’s Raining Men
841,273,2559000,3,2021-01-26 23:05:00.038,Ava Max,Sweet But Psycho
842,273,2559000,4,2021-01-26 23:08:00.010,The Pogues,Fairytale Of New York
843,274,5ddb51,1,2021-01-27 03:00:00.000,ABBA,Dancing Queen
844,274,5ddb51,2,2021-01-27 03:02:00.010,The Lion King,I Just Can’t Wait To Be King
845,274,5ddb51,3,2021-01-27 03:04:00.019,Mark Ronson Ft. Amy Winehouse,Valerie
846,274,5ddb51,4,2021-01-27 03:06:59.990,A-Ha,Take On Me
847,274,5ddb51,5,2021-01-27 03:09:00.000,ABBA,Dancing Queen
848,274,5ddb51,6,2021-01-27 03:11:00.010,Wheatus,Teenage Dirtbag
849,274,5ddb51,7,2021-01-27 03:13:59.981,Eminem,Lose Yourself
850,274,5ddb51,8,2021-01-27 03:17:00.038,The Weather Girls,It’s Raining Men
851,274,5ddb51,9,2021-01-27 03:18:59.962,Luis Fonsi & Daddy Yankee,Despacito
852,274,5ddb51,10,2021-01-27 03:20:59.971,Lewis Capaldi,Someone You Loved
853,274,5ddb51,11,2021-01-27 03:24:00.029,The Proclaimers,I’m Gonna Be (500 Miles)
854,275,758060,1,2021-01-27 13:59:59.971,Gloria Gaynor,I Will Survive
855,276,62f99c,1,2021-01-27 15:00:00.000,Outkast,Hey Ya
856,276,62f99c,2,2021-01-27 15:02:59.971,Anne-Marie,2002
857,276,62f99c,3,2021-01-27 15:06:00.029,ABBA,Mamma Mia
858,277,316313,1,2021-01-27 19:00:00.029,Frank Sinatra,New York New York
859,277,316313,2,2021-01-27 19:03:00.000,Shawn Mendes & Camila Cabello,Senorita
860,277,316313,3,2021-01-27 19:05:59.971,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
861,277,316313,4,2021-01-27 19:09:00.029,The Lion King,I Just Can’t Wait To Be King
862,277,316313,5,2021-01-27 19:11:00.038,Elton John & Kiki Dee,Don’t Go Breaking My Heart
863,278,08c83a,1,2021-01-28 00:00:00.000,Journey,Don’t Stop Believin’
864,278,08c83a,2,2021-01-28 00:02:59.971,Moana,How Far I’ll Go
865,278,08c83a,3,2021-01-28 00:06:00.029,Wheatus,Teenage Dirtbag
866,278,08c83a,4,2021-01-28 00:09:00.000,Alexandra Burke,Hallelujah
867,278,08c83a,5,2021-01-28 00:11:59.971,Queen,We Will Rock You
868,278,08c83a,6,2021-01-28 00:15:00.029,Ed Sheeran & Justin Bieber,I Don’t Care
869,278,08c83a,7,2021-01-28 00:18:00.000,Toto,Africa
870,278,08c83a,8,2021-01-28 00:20:59.971,Robbie Williams,Angels
871,278,08c83a,9,2021-01-28 00:24:00.029,George Ezra,Shotgun
872,278,08c83a,10,2021-01-28 00:26:00.038,Beyonce,Single Ladies (Put A Ring On It)
873,278,08c83a,11,2021-01-28 00:29:00.010,The Pogues,Fairytale Of New York
874,279,bdc39c,1,2021-01-28 10:59:59.971,The Lion King,Hakuna Matata
875,279,bdc39c,2,2021-01-28 11:01:59.981,Little Mix,Shout Out To My Ex
876,279,bdc39c,3,2021-01-28 11:05:00.038,Beyonce,Single Ladies (Put A Ring On It)
877,280,509ec8,1,2021-01-28 13:59:59.971,Cher,Believe
878,280,509ec8,2,2021-01-28 14:03:00.029,Frank Sinatra,New York New York
879,280,509ec8,3,2021-01-28 14:06:00.000,Oasis,Don’t Look Back In Anger
880,280,509ec8,4,2021-01-28 14:08:59.971,Kesha,This Is Me (Greatest Showman)
881,280,509ec8,5,2021-01-28 14:12:00.029,Queen,Don’t Stop Me Now
882,280,509ec8,6,2021-01-28 14:15:00.000,Gloria Gaynor,I Will Survive
883,280,509ec8,7,2021-01-28 14:17:00.010,Anne-Marie,2002
884,280,509ec8,8,2021-01-28 14:19:59.981,Robbie Williams,Angels
885,280,509ec8,9,2021-01-28 14:23:00.038,The Proclaimers,I’m Gonna Be (500 Miles)
886,280,509ec8,10,2021-01-28 14:26:00.010,Kings Of Leon,Sex Is On Fire
887,280,509ec8,11,2021-01-28 14:28:00.019,Eminem,Lose Yourself
888,280,509ec8,12,2021-01-28 14:30:59.990,Kesha,This Is Me (Greatest Showman)
889,280,509ec8,13,2021-01-28 14:33:59.962,The Little Mermaid,Under The Sea
890,280,509ec8,14,2021-01-28 14:35:59.971,The Weather Girls,It’s Raining Men
891,281,1a641f,1,2021-01-29 04:00:00.029,Wham!,Last Christmas
892,282,a18ee9,1,2021-01-29 04:59:59.971,Elton John & Kiki Dee,Don’t Go Breaking My Heart
893,282,a18ee9,2,2021-01-29 05:01:59.981,Luis Fonsi & Daddy Yankee,Despacito
894,282,a18ee9,3,2021-01-29 05:03:59.990,Ed Sheeran,Perfect
895,282,a18ee9,4,2021-01-29 05:06:00.000,Shania Twain,Man! I Feel Like A Woman
896,282,a18ee9,5,2021-01-29 05:08:59.971,Journey,Don’t Stop Believin’
897,282,a18ee9,6,2021-01-29 05:12:00.029,Neil Diamond,Sweet Caroline
898,282,a18ee9,7,2021-01-29 05:15:00.000,A-Ha,Take On Me
899,282,a18ee9,8,2021-01-29 05:17:00.010,Bon Jovi,Livin’ On A Prayer
900,282,a18ee9,9,2021-01-29 05:19:00.019,Dolly Parton,Jolene
901,283,6eb0e1,1,2021-01-29 13:59:59.971,Destiny’s Child,Say My Name
902,284,31034a,1,2021-01-29 15:00:00.000,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
903,284,31034a,2,2021-01-29 15:02:59.971,Frozen,Let It Go
904,284,31034a,3,2021-01-29 15:04:59.981,Dolly Parton,Jolene
905,284,31034a,4,2021-01-29 15:06:59.990,Ed Sheeran,Castle On The Hill
906,284,31034a,5,2021-01-29 15:09:59.962,A-Ha,Take On Me
907,284,31034a,6,2021-01-29 15:11:59.971,Backstreet Boys,Everybody
908,285,793a1c,1,2021-01-29 21:00:00.000,Aqua,Barbie Girl
909,285,793a1c,2,2021-01-29 21:02:00.010,Wham!,Last Christmas
910,285,793a1c,3,2021-01-29 21:04:00.019,Dolly Parton & Kenny Rogers,Islands In The Stream
911,285,793a1c,4,2021-01-29 21:06:59.990,Grease,Summer Nights
912,285,793a1c,5,2021-01-29 21:09:00.000,Elvis Presley,Suspicious Minds
913,285,793a1c,6,2021-01-29 21:11:59.971,Robbie Williams,Angels
914,286,6.99e+67,1,2021-01-30 03:00:00.000,Billie Eilish,Bad Guy
915,286,6.99e+67,2,2021-01-30 03:02:00.010,Ed Sheeran,Castle On The Hill
916,287,9e17fe,1,2021-01-30 04:59:59.971,Queen,Don’t Stop Me Now
917,287,9e17fe,2,2021-01-30 05:03:00.029,Queen,We Will Rock You
918,287,9e17fe,3,2021-01-30 05:06:00.000,Beyonce,Single Ladies (Put A Ring On It)
919,287,9e17fe,4,2021-01-30 05:08:59.971,Will Smith,The Fresh Prince Of Bel Air
920,287,9e17fe,5,2021-01-30 05:10:59.981,Wheatus,Teenage Dirtbag
921,287,9e17fe,6,2021-01-30 05:14:00.038,Kesha,This Is Me (Greatest Showman)
922,287,9e17fe,7,2021-01-30 05:17:00.010,The Greatest Showman,A Million Dreams
923,287,9e17fe,8,2021-01-30 05:19:59.981,Little Mix,Shout Out To My Ex
924,287,9e17fe,9,2021-01-30 05:23:00.038,Anne-Marie,2002
925,287,9e17fe,10,2021-01-30 05:26:00.010,Dirty Dancing,The Time Of My Life
926,287,9e17fe,11,2021-01-30 05:28:59.981,The Little Mermaid,Under The Sea
927,287,9e17fe,12,2021-01-30 05:30:59.990,The Pogues,Fairytale Of New York
928,287,9e17fe,13,2021-01-30 05:33:00.000,Britney Spears,Baby One More Time
929,287,9e17fe,14,2021-01-30 05:35:00.010,Destiny’s Child,Say My Name
930,288,896f04,1,2021-01-30 19:59:59.971,Frank Sinatra,My Way
931,288,896f04,2,2021-01-30 20:03:00.029,Estelle Ft. Kanye West,American Boy
932,288,896f04,3,2021-01-30 20:06:00.000,Mariah Carey,All I Want For Christmas Is You
933,288,896f04,4,2021-01-30 20:08:00.010,Estelle Ft. Kanye West,American Boy
934,289,80244a,1,2021-01-31 00:00:00.000,Ike And Tina Turner,Proud Mary
935,289,80244a,2,2021-01-31 00:02:00.010,George Ezra,Shotgun
936,289,80244a,3,2021-01-31 00:04:00.019,Lil Nas X,Old Town Road
937,289,80244a,4,2021-01-31 00:06:59.990,Britney Spears,Toxic
938,290,b15e9b,1,2021-01-31 04:00:00.029,John Denver,"Take Me Home, Country Roads"
939,290,b15e9b,2,2021-01-31 04:03:00.000,TLC,No Scrubs
940,290,b15e9b,3,2021-01-31 04:05:59.971,Journey,Don’t Stop Believin’
941,290,b15e9b,4,2021-01-31 04:09:00.029,Kesha,This Is Me (Greatest Showman)
942,290,b15e9b,5,2021-01-31 04:12:00.000,Toto,Africa
943,290,b15e9b,6,2021-01-31 04:14:59.971,Backstreet Boys,Everybody
944,290,b15e9b,7,2021-01-31 04:16:59.981,Spice Girls,Wannabe
945,290,b15e9b,8,2021-01-31 04:18:59.990,Outkast,Hey Ya
946,290,b15e9b,9,2021-01-31 04:21:59.962,Queen,I Want To Break Free
947,290,b15e9b,10,2021-01-31 04:25:00.019,The Pogues,Fairytale Of New York
948,291,8bc93d,1,2021-01-31 13:59:59.971,Lady Gaga & Bradley Cooper,Shallow
949,291,8bc93d,2,2021-01-31 14:03:00.029,Dua Lipa,New Rules
950,291,8bc93d,3,2021-01-31 14:06:00.000,Frank Sinatra,New York New York
951,292,b919e0,1,2021-01-31 16:59:59.971,Pinkfong,Baby Shark
952,292,b919e0,2,2021-01-31 17:03:00.029,Tones And I,Dance Monkey
953,292,b919e0,3,2021-01-31 17:06:00.000,Pinkfong,Baby Shark
954,292,b919e0,4,2021-01-31 17:08:59.971,Guns N’ Roses,Sweet Child O’ Mine
955,292,b919e0,5,2021-01-31 17:10:59.981,Mark Ronson Ft. Amy Winehouse,Valerie
956,292,b919e0,6,2021-01-31 17:14:00.038,Beyonce,Single Ladies (Put A Ring On It)
957,292,b919e0,7,2021-01-31 17:17:00.010,Mark Ronson Ft. Amy Winehouse,Valerie
958,292,b919e0,8,2021-01-31 17:19:59.981,Dolly Parton,9 To 5
959,292,b919e0,9,2021-01-31 17:21:59.990,The Little Mermaid,Under The Sea
960,292,b919e0,10,2021-01-31 17:24:00.000,Ed Sheeran,Perfect
961,292,b919e0,11,2021-01-31 17:26:00.010,Hugh Jackman & The Greatest Showman Cast,The Greatest Show
962,292,b919e0,12,2021-01-31 17:28:59.981,Grease,You’re The One That I Want
963,292,b919e0,13,2021-01-31 17:30:59.990,Camilla Cabello Ft. Young Thug,Havana
964,292,b919e0,14,2021-01-31 17:33:00.000,Loren Allred,Never Enough (The Greatest Showman)
965,293,3fdc46,1,2021-02-01 07:00:00.029,Little Mix,Shout Out To My Ex
966,293,3fdc46,2,2021-02-01 07:03:00.000,Aladdin,A Whole New World
967,293,3fdc46,3,2021-02-01 07:05:59.971,Ava Max,Sweet But Psycho
968,293,3fdc46,4,2021-02-01 07:09:00.029,The Human League,Don’t You Want Me Baby
