,Month,Breakdown,Country,Number of Tourists
985,01/01/2016,Asia,India,5182
986,01/01/2017,Asia,India,6043
987,01/01/2018,Asia,India,8481
988,01/01/2019,Asia,India,11633
989,01/01/2020,Asia,India,13845
990,01/07/2010,Asia,India,1871
991,01/07/2011,Asia,India,2359
992,01/07/2012,Asia,India,2039
993,01/07/2013,Asia,India,2335
994,01/07/2014,Asia,India,3222
995,01/07/2015,Asia,India,3376
996,01/07/2016,Asia,India,4783
997,01/07/2017,Asia,India,5386
998,01/07/2018,Asia,India,5694
999,01/07/2019,Asia,India,11035
1000,01/07/2020,Asia,India,31
1001,01/06/2010,Asia,India,1999
1002,01/06/2011,Asia,India,2659
1003,01/06/2012,Asia,India,2495
1004,01/06/2013,Asia,India,3214
1005,01/06/2014,Asia,India,3847
1006,01/06/2015,Asia,India,4390
1007,01/06/2016,Asia,India,4660
1008,01/06/2017,Asia,India,6919
1009,01/06/2018,Asia,India,7348
1010,01/06/2019,Asia,India,15875
1011,01/06/2020,Asia,India,0
1012,01/03/2010,Asia,India,1385
1013,01/03/2011,Asia,India,2030
1014,01/03/2012,Asia,India,1657
1015,01/03/2013,Asia,India,2769
1016,01/03/2014,Asia,India,3080
1017,01/03/2015,Asia,India,3654
1018,01/03/2016,Asia,India,4339
1019,01/03/2017,Asia,India,5008
1020,01/03/2018,Asia,India,4916
1021,01/03/2019,Asia,India,11836
1022,01/03/2020,Asia,India,5496
1023,01/05/2010,Asia,India,2400
1024,01/05/2011,Asia,India,2813
1025,01/05/2012,Asia,India,2766
1026,01/05/2013,Asia,India,3951
1027,01/05/2014,Asia,India,4612
1028,01/05/2015,Asia,India,5387
1029,01/05/2016,Asia,India,6651
1030,01/05/2017,Asia,India,8092
1031,01/05/2018,Asia,India,8711
1032,01/05/2019,Asia,India,17389
1033,01/05/2020,Asia,India,1
1034,01/11/2010,Asia,India,3110
1035,01/11/2011,Asia,India,3232
1036,01/11/2012,Asia,India,3930
1037,01/11/2013,Asia,India,3588
1038,01/11/2014,Asia,India,3117
1039,01/11/2015,Asia,India,4857
1040,01/11/2016,Asia,India,6895
1041,01/11/2017,Asia,India,7231
1042,01/11/2018,Asia,India,11590
1043,01/11/2019,Asia,India,14430
1044,01/11/2020,Asia,India,7609
1045,01/10/2010,Asia,India,2387
1046,01/10/2011,Asia,India,3007
1047,01/10/2012,Asia,India,2546
1048,01/10/2013,Asia,India,2703
1049,01/10/2014,Asia,India,4646
1050,01/10/2015,Asia,India,4344
1051,01/10/2016,Asia,India,6301
1052,01/10/2017,Asia,India,7414
1053,01/10/2018,Asia,India,7905
1054,01/10/2019,Asia,India,15110
1055,01/10/2020,Asia,India,1396
1056,01/09/2010,Asia,India,1838
1057,01/09/2011,Asia,India,1820
1058,01/09/2012,Asia,India,2103
1059,01/09/2013,Asia,India,2179
1060,01/09/2014,Asia,India,3258
1061,01/09/2015,Asia,India,3323
1062,01/09/2016,Asia,India,5009
1063,01/09/2017,Asia,India,6788
1064,01/09/2018,Asia,India,5244
1065,01/09/2019,Asia,India,11265
1066,01/09/2020,Asia,India,308
1067,01/04/2010,Europe,Italy,7577
1068,01/04/2011,Europe,Italy,8398
1069,01/04/2012,Europe,Italy,6130
1070,01/04/2013,Europe,Italy,5542
1071,01/04/2014,Europe,Italy,6994
1072,01/04/2015,Europe,Italy,5686
1073,01/04/2016,Europe,Italy,5490
1074,01/04/2017,Europe,Italy,8601
1075,01/04/2018,Europe,Italy,8389
1076,01/04/2019,Europe,Italy,15043
1077,01/04/2020,Europe,Italy,0
1078,01/08/2010,Europe,Italy,8351
1079,01/08/2011,Europe,Italy,7267
1080,01/08/2012,Europe,Italy,5225
1081,01/08/2013,Europe,Italy,5424
1082,01/08/2014,Europe,Italy,4717
1083,01/08/2015,Europe,Italy,5603
1084,01/08/2016,Europe,Italy,6507
1085,01/08/2017,Europe,Italy,7227
1086,01/08/2018,Europe,Italy,8771
1087,01/08/2019,Europe,Italy,11449
1088,01/08/2020,Europe,Italy,513
1089,01/12/2010,Europe,Italy,9845
1090,01/12/2011,Europe,Italy,8929
1091,01/12/2012,Europe,Italy,8204
1092,01/12/2013,Europe,Italy,8030
1093,01/12/2014,Europe,Italy,8386
1094,01/12/2015,Europe,Italy,11280
1095,01/12/2016,Europe,Italy,11171
1096,01/12/2017,Europe,Italy,14756
1097,01/12/2018,Europe,Italy,17787
1098,01/12/2019,Europe,Italy,21294
1099,01/12/2020,Europe,Italy,1045
1100,01/02/2010,Europe,Italy,12003
1101,01/02/2011,Europe,Italy,11499
1102,01/02/2012,Europe,Italy,8910
1103,01/02/2013,Europe,Italy,7832
1104,01/02/2014,Europe,Italy,7455
1105,01/02/2015,Europe,Italy,8224
1106,01/02/2016,Europe,Italy,9253
1107,01/02/2017,Europe,Italy,11215
1108,01/02/2018,Europe,Italy,13962
1109,01/02/2019,Europe,Italy,17795
1110,01/02/2020,Europe,Italy,19849
1111,01/01/2010,Europe,Italy,12276
1112,01/01/2011,Europe,Italy,12828
1113,01/01/2012,Europe,Italy,10451
1114,01/01/2013,Europe,Italy,7050
1115,01/01/2014,Europe,Italy,6879
1116,01/01/2015,Europe,Italy,8039
1117,01/01/2016,Europe,Italy,8828
1118,01/01/2017,Europe,Italy,12079
1119,01/01/2018,Europe,Italy,14329
1120,01/01/2019,Europe,Italy,16768
1121,01/01/2020,Europe,Italy,20766
1122,01/07/2010,Europe,Italy,3882
1123,01/07/2011,Europe,Italy,3208
1124,01/07/2012,Europe,Italy,2853
1125,01/07/2013,Europe,Italy,2683
1126,01/07/2014,Europe,Italy,2742
1127,01/07/2015,Europe,Italy,2538
1128,01/07/2016,Europe,Italy,3257
1129,01/07/2017,Europe,Italy,3698
1130,01/07/2018,Europe,Italy,4644
1131,01/07/2019,Europe,Italy,5337
1132,01/07/2020,Europe,Italy,44
1133,01/06/2010,Europe,Italy,3495
1134,01/06/2011,Europe,Italy,2347
1135,01/06/2012,Europe,Italy,1578
1136,01/06/2013,Europe,Italy,1579
1137,01/06/2014,Europe,Italy,1793
1138,01/06/2015,Europe,Italy,2017
1139,01/06/2016,Europe,Italy,2583
1140,01/06/2017,Europe,Italy,2768
1141,01/06/2018,Europe,Italy,3236
1142,01/06/2019,Europe,Italy,4042
1143,01/06/2020,Europe,Italy,0
1144,01/03/2010,Europe,Italy,13153
1145,01/03/2011,Europe,Italy,12143
1146,01/03/2012,Europe,Italy,7578
1147,01/03/2013,Europe,Italy,8365
1148,01/03/2014,Europe,Italy,7953
1149,01/03/2015,Europe,Italy,9725
1150,01/03/2016,Europe,Italy,9086
1151,01/03/2017,Europe,Italy,9900
1152,01/03/2018,Europe,Italy,13198
1153,01/03/2019,Europe,Italy,18285
1154,01/03/2020,Europe,Italy,3996
1155,01/05/2010,Europe,Italy,3213
1156,01/05/2011,Europe,Italy,3077
1157,01/05/2012,Europe,Italy,1874
1158,01/05/2013,Europe,Italy,1813
1159,01/05/2014,Europe,Italy,1847
1160,01/05/2015,Europe,Italy,2163
1161,01/05/2016,Europe,Italy,2746
1162,01/05/2017,Europe,Italy,3131
1163,01/05/2018,Europe,Italy,3258
1164,01/05/2019,Europe,Italy,3443
1165,01/05/2020,Europe,Italy,1
1166,01/11/2010,Europe,Italy,6506
1167,01/11/2011,Europe,Italy,5543
1168,01/11/2012,Europe,Italy,3551
1169,01/11/2013,Europe,Italy,3686
1170,01/11/2014,Europe,Italy,3583
1171,01/11/2015,Europe,Italy,4429
1172,01/11/2016,Europe,Italy,4987
1173,01/11/2017,Europe,Italy,7017
1174,01/11/2018,Europe,Italy,7927
1175,01/11/2019,Europe,Italy,11114
1176,01/11/2020,Europe,Italy,267
1177,01/10/2010,Europe,Italy,5153
1178,01/10/2011,Europe,Italy,4610
1179,01/10/2012,Europe,Italy,3679
1180,01/10/2013,Europe,Italy,3128
1181,01/10/2014,Europe,Italy,2694
1182,01/10/2015,Europe,Italy,3084
1183,01/10/2016,Europe,Italy,4122
1184,01/10/2017,Europe,Italy,4898
1185,01/10/2018,Europe,Italy,5663
1186,01/10/2019,Europe,Italy,6560
1187,01/10/2020,Europe,Italy,137
1188,01/09/2010,Europe,Italy,4167
1189,01/09/2011,Europe,Italy,3479
1190,01/09/2012,Europe,Italy,2749
1191,01/09/2013,Europe,Italy,2722
1192,01/09/2014,Europe,Italy,2819
1193,01/09/2015,Europe,Italy,2828
1194,01/09/2016,Europe,Italy,3172
1195,01/09/2017,Europe,Italy,3577
1196,01/09/2018,Europe,Italy,4133
1197,01/09/2019,Europe,Italy,5213
1198,01/09/2020,Europe,Italy,72
1331,01/04/2010,Europe,Russia,3899
1332,01/04/2011,Europe,Russia,5205
1333,01/04/2012,Europe,Russia,6462
1334,01/04/2013,Europe,Russia,6241
1335,01/04/2014,Europe,Russia,5568
1336,01/04/2015,Europe,Russia,3855
1337,01/04/2016,Europe,Russia,3363
1338,01/04/2017,Europe,Russia,5400
1339,01/04/2018,Europe,Russia,6433
1340,01/04/2019,Europe,Russia,6475
1341,01/04/2020,Europe,Russia,0
1342,01/08/2010,Europe,Russia,4176
1343,01/08/2011,Europe,Russia,5214
1344,01/08/2012,Europe,Russia,4562
1345,01/08/2013,Europe,Russia,5188
1346,01/08/2014,Europe,Russia,4896
1347,01/08/2015,Europe,Russia,3347
1348,01/08/2016,Europe,Russia,3034
1349,01/08/2017,Europe,Russia,4166
1350,01/08/2018,Europe,Russia,4525
1351,01/08/2019,Europe,Russia,5175
1352,01/08/2020,Europe,Russia,423
1353,01/12/2010,Europe,Russia,5486
1354,01/12/2011,Europe,Russia,7212
1355,01/12/2012,Europe,Russia,7456
1356,01/12/2013,Europe,Russia,8105
1357,01/12/2014,Europe,Russia,4486
1358,01/12/2015,Europe,Russia,5797
1359,01/12/2016,Europe,Russia,5560
1360,01/12/2017,Europe,Russia,7567
1361,01/12/2018,Europe,Russia,7152
1362,01/12/2019,Europe,Russia,9037
1363,01/12/2020,Europe,Russia,15323
1364,01/02/2010,Europe,Russia,3285
1365,01/02/2011,Europe,Russia,4347
1366,01/02/2012,Europe,Russia,5370
1367,01/02/2013,Europe,Russia,6737
1368,01/02/2014,Europe,Russia,6182
1369,01/02/2015,Europe,Russia,2882
1370,01/02/2016,Europe,Russia,3274
1371,01/02/2017,Europe,Russia,5113
1372,01/02/2018,Europe,Russia,6953
1373,01/02/2019,Europe,Russia,7334
1374,01/02/2020,Europe,Russia,9690
1375,01/01/2010,Europe,Russia,5873
1376,01/01/2011,Europe,Russia,6256
1377,01/01/2012,Europe,Russia,7418
1378,01/01/2013,Europe,Russia,9061
1379,01/01/2014,Europe,Russia,9289
1380,01/01/2015,Europe,Russia,5790
1381,01/01/2016,Europe,Russia,5272
1382,01/01/2017,Europe,Russia,6874
1383,01/01/2018,Europe,Russia,9595
1384,01/01/2019,Europe,Russia,9668
1385,01/01/2020,Europe,Russia,12531
1386,01/07/2010,Europe,Russia,3098
1387,01/07/2011,Europe,Russia,4565
1388,01/07/2012,Europe,Russia,3918
1389,01/07/2013,Europe,Russia,4612
1390,01/07/2014,Europe,Russia,4624
1391,01/07/2015,Europe,Russia,3180
1392,01/07/2016,Europe,Russia,3415
1393,01/07/2017,Europe,Russia,4144
1394,01/07/2018,Europe,Russia,4370
1395,01/07/2019,Europe,Russia,5345
1396,01/07/2020,Europe,Russia,52
1397,01/06/2010,Europe,Russia,2569
1398,01/06/2011,Europe,Russia,3812
1399,01/06/2012,Europe,Russia,3345
1400,01/06/2013,Europe,Russia,4063
1401,01/06/2014,Europe,Russia,4312
1402,01/06/2015,Europe,Russia,2500
1403,01/06/2016,Europe,Russia,2939
1404,01/06/2017,Europe,Russia,3262
1405,01/06/2018,Europe,Russia,3646
1406,01/06/2019,Europe,Russia,4793
1407,01/06/2020,Europe,Russia,0
1408,01/03/2010,Europe,Russia,4301
1409,01/03/2011,Europe,Russia,6043
1410,01/03/2012,Europe,Russia,7131
1411,01/03/2013,Europe,Russia,8457
1412,01/03/2014,Europe,Russia,7121
1413,01/03/2015,Europe,Russia,4048
1414,01/03/2016,Europe,Russia,4461
1415,01/03/2017,Europe,Russia,6413
1416,01/03/2018,Europe,Russia,7867
1417,01/03/2019,Europe,Russia,9282
1418,01/03/2020,Europe,Russia,6728
1419,01/05/2010,Europe,Russia,3704
1420,01/05/2011,Europe,Russia,4793
1421,01/05/2012,Europe,Russia,3960
1422,01/05/2013,Europe,Russia,5230
1423,01/05/2014,Europe,Russia,4878
1424,01/05/2015,Europe,Russia,3053
1425,01/05/2016,Europe,Russia,3077
1426,01/05/2017,Europe,Russia,3564
1427,01/05/2018,Europe,Russia,3903
1428,01/05/2019,Europe,Russia,5397
1429,01/05/2020,Europe,Russia,0
1430,01/11/2010,Europe,Russia,4750
1431,01/11/2011,Europe,Russia,6008
1432,01/11/2012,Europe,Russia,6860
1433,01/11/2013,Europe,Russia,7675
1434,01/11/2014,Europe,Russia,5273
1435,01/11/2015,Europe,Russia,3702
1436,01/11/2016,Europe,Russia,4750
1437,01/11/2017,Europe,Russia,6421
1438,01/11/2018,Europe,Russia,6901
1439,01/11/2019,Europe,Russia,8171
1440,01/11/2020,Europe,Russia,8580
1441,01/10/2010,Europe,Russia,4482
1442,01/10/2011,Europe,Russia,5887
1443,01/10/2012,Europe,Russia,5622
1444,01/10/2013,Europe,Russia,6277
1445,01/10/2014,Europe,Russia,5632
1446,01/10/2015,Europe,Russia,3860
1447,01/10/2016,Europe,Russia,4387
1448,01/10/2017,Europe,Russia,5485
1449,01/10/2018,Europe,Russia,5800
1450,01/10/2019,Europe,Russia,7855
1451,01/10/2020,Europe,Russia,5995
1452,01/09/2010,Europe,Russia,3488
1453,01/09/2011,Europe,Russia,4594
1454,01/09/2012,Europe,Russia,4274
1455,01/09/2013,Europe,Russia,4833
1456,01/09/2014,Europe,Russia,4047
1457,01/09/2015,Europe,Russia,2309
1458,01/09/2016,Europe,Russia,2990
1459,01/09/2017,Europe,Russia,3522
1460,01/09/2018,Europe,Russia,3790
1461,01/09/2019,Europe,Russia,4837
1462,01/09/2020,Europe,Russia,2065
1463,01/04/2020,Oceania,United States,0
1464,01/08/2020,Oceania,United States,674
1465,01/12/2020,Oceania,United States,3005
1466,01/02/2020,Oceania,United States,4543
1467,01/07/2020,Oceania,United States,189
1468,01/06/2020,Oceania,United States,0
1469,01/03/2020,Oceania,United States,1820
1470,01/05/2020,Oceania,United States,0
1471,01/11/2020,Oceania,United States,2093
1472,01/10/2020,Oceania,United States,1449
1473,01/09/2020,Oceania,United States,935
1606,01/04/2010,Europe,United Kingdom,9529
1607,01/04/2011,Europe,United Kingdom,11167
1608,01/04/2012,Europe,United Kingdom,8934
1609,01/04/2013,Europe,United Kingdom,8654
1610,01/04/2014,Europe,United Kingdom,9462
1611,01/04/2015,Europe,United Kingdom,8793
1612,01/04/2016,Europe,United Kingdom,8964
1613,01/04/2017,Europe,United Kingdom,9417
1614,01/04/2018,Europe,United Kingdom,10866
1615,01/04/2019,Europe,United Kingdom,12876
1616,01/04/2020,Europe,United Kingdom,0
1617,01/08/2010,Europe,United Kingdom,10259
1618,01/08/2011,Europe,United Kingdom,8855
1619,01/08/2012,Europe,United Kingdom,7450
1620,01/08/2013,Europe,United Kingdom,7409
1621,01/08/2014,Europe,United Kingdom,7742
1622,01/08/2015,Europe,United Kingdom,7805
1623,01/08/2016,Europe,United Kingdom,8852
1624,01/08/2017,Europe,United Kingdom,8565
1625,01/08/2018,Europe,United Kingdom,9249
1626,01/08/2019,Europe,United Kingdom,9827
1627,01/08/2020,Europe,United Kingdom,715
1628,01/12/2010,Europe,United Kingdom,8958
1629,01/12/2011,Europe,United Kingdom,7889
1630,01/12/2012,Europe,United Kingdom,7959
1631,01/12/2013,Europe,United Kingdom,7229
1632,01/12/2014,Europe,United Kingdom,7643
1633,01/12/2015,Europe,United Kingdom,9531
1634,01/12/2016,Europe,United Kingdom,8576
1635,01/12/2017,Europe,United Kingdom,9719
1636,01/12/2018,Europe,United Kingdom,10784
1637,01/12/2019,Europe,United Kingdom,11977
1638,01/12/2020,Europe,United Kingdom,14431
1639,01/02/2010,Europe,United Kingdom,10422
1640,01/02/2011,Europe,United Kingdom,9661
1641,01/02/2012,Europe,United Kingdom,9006
1642,01/02/2013,Europe,United Kingdom,7745
1643,01/02/2014,Europe,United Kingdom,7913
1644,01/02/2015,Europe,United Kingdom,8752
1645,01/02/2016,Europe,United Kingdom,10603
1646,01/02/2017,Europe,United Kingdom,10395
1647,01/02/2018,Europe,United Kingdom,11362
1648,01/02/2019,Europe,United Kingdom,13564
1649,01/02/2020,Europe,United Kingdom,14796
1650,01/01/2010,Europe,United Kingdom,8405
1651,01/01/2011,Europe,United Kingdom,8435
1652,01/01/2012,Europe,United Kingdom,7001
1653,01/01/2013,Europe,United Kingdom,6367
1654,01/01/2014,Europe,United Kingdom,6710
1655,01/01/2015,Europe,United Kingdom,7150
1656,01/01/2016,Europe,United Kingdom,7728
1657,01/01/2017,Europe,United Kingdom,8630
1658,01/01/2018,Europe,United Kingdom,9442
1659,01/01/2019,Europe,United Kingdom,10175
1660,01/01/2020,Europe,United Kingdom,10734
1661,01/07/2010,Europe,United Kingdom,9053
1662,01/07/2011,Europe,United Kingdom,7795
1663,01/07/2012,Europe,United Kingdom,7286
1664,01/07/2013,Europe,United Kingdom,6945
1665,01/07/2014,Europe,United Kingdom,6567
1666,01/07/2015,Europe,United Kingdom,7174
1667,01/07/2016,Europe,United Kingdom,7898
1668,01/07/2017,Europe,United Kingdom,7705
1669,01/07/2018,Europe,United Kingdom,8421
1670,01/07/2019,Europe,United Kingdom,8470
1671,01/07/2020,Europe,United Kingdom,256
1672,01/06/2010,Europe,United Kingdom,6728
1673,01/06/2011,Europe,United Kingdom,6338
1674,01/06/2012,Europe,United Kingdom,6146
1675,01/06/2013,Europe,United Kingdom,5100
1676,01/06/2014,Europe,United Kingdom,5415
1677,01/06/2015,Europe,United Kingdom,5923
1678,01/06/2016,Europe,United Kingdom,5893
1679,01/06/2017,Europe,United Kingdom,6081
1680,01/06/2018,Europe,United Kingdom,6459
1681,01/06/2019,Europe,United Kingdom,7145
1682,01/06/2020,Europe,United Kingdom,1
1683,01/03/2010,Europe,United Kingdom,11394
1684,01/03/2011,Europe,United Kingdom,9637
1685,01/03/2012,Europe,United Kingdom,8388
1686,01/03/2013,Europe,United Kingdom,8438
1687,01/03/2014,Europe,United Kingdom,8674
1688,01/03/2015,Europe,United Kingdom,9256
1689,01/03/2016,Europe,United Kingdom,11095
1690,01/03/2017,Europe,United Kingdom,10063
1691,01/03/2018,Europe,United Kingdom,11829
1692,01/03/2019,Europe,United Kingdom,12377
1693,01/03/2020,Europe,United Kingdom,7288
1694,01/05/2010,Europe,United Kingdom,9460
1695,01/05/2011,Europe,United Kingdom,7988
1696,01/05/2012,Europe,United Kingdom,6670
1697,01/05/2013,Europe,United Kingdom,6886
1698,01/05/2014,Europe,United Kingdom,7081
1699,01/05/2015,Europe,United Kingdom,6867
1700,01/05/2016,Europe,United Kingdom,7253
1701,01/05/2017,Europe,United Kingdom,7151
1702,01/05/2018,Europe,United Kingdom,7577
1703,01/05/2019,Europe,United Kingdom,8655
1704,01/05/2020,Europe,United Kingdom,0
1705,01/11/2010,Europe,United Kingdom,9614
1706,01/11/2011,Europe,United Kingdom,8310
1707,01/11/2012,Europe,United Kingdom,7164
1708,01/11/2013,Europe,United Kingdom,6694
1709,01/11/2014,Europe,United Kingdom,6442
1710,01/11/2015,Europe,United Kingdom,7001
1711,01/11/2016,Europe,United Kingdom,8073
1712,01/11/2017,Europe,United Kingdom,9579
1713,01/11/2018,Europe,United Kingdom,10518
1714,01/11/2019,Europe,United Kingdom,11936
1715,01/11/2020,Europe,United Kingdom,2091
1716,01/10/2010,Europe,United Kingdom,10419
1717,01/10/2011,Europe,United Kingdom,9537
1718,01/10/2012,Europe,United Kingdom,8666
1719,01/10/2013,Europe,United Kingdom,7714
1720,01/10/2014,Europe,United Kingdom,8017
1721,01/10/2015,Europe,United Kingdom,7724
1722,01/10/2016,Europe,United Kingdom,9111
1723,01/10/2017,Europe,United Kingdom,9173
1724,01/10/2018,Europe,United Kingdom,9989
1725,01/10/2019,Europe,United Kingdom,11321
1726,01/10/2020,Europe,United Kingdom,1780
1727,01/09/2010,Europe,United Kingdom,9917
1728,01/09/2011,Europe,United Kingdom,8896
1729,01/09/2012,Europe,United Kingdom,7106
1730,01/09/2013,Europe,United Kingdom,6688
1731,01/09/2014,Europe,United Kingdom,7038
1732,01/09/2015,Europe,United Kingdom,6799
1733,01/09/2016,Europe,United Kingdom,7797
1734,01/09/2017,Europe,United Kingdom,7499
1735,01/09/2018,Europe,United Kingdom,8106
1736,01/09/2019,Europe,United Kingdom,7876
1737,01/09/2020,Europe,United Kingdom,628
