,Latitude,Longitude,Medal Ceremony?,Sport Group,Events Split,Time,Date,Sport,Venue
980,35.64977449961884, 140.03645074412134,True,Fencing, Men's Epée Team Gold Medal Match,10:30:00,2021-07-30,Fencing,Makuhari Messe Hall
981,35.59269081886343, 139.75405101776522,False,Hockey, Men's Pool B: Germany vs Netherlands,10:30:00,2021-07-30,Hockey,Oi Hockey Stadium
982,35.65154002713155, 139.81526845227876,False,Swimming, Women's 50m Freestyle - Heats,11:00:00,2021-07-30,Swimming,Tokyo Aquatics Centre
983,35.67786383266573, 139.71366292613558,False,Athletics, Women's Triple Jump Qualifying Round,11:00:00,2021-07-30,Athletics,Olympic Stadium
984,35.59269081886343, 139.75405101776522,False,Hockey, Men's Pool B: Belgium vs Great Britain,11:00:00,2021-07-30,Hockey,Oi Hockey Stadium
985,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group A: Germany vs Norway,11:30:00,2021-07-30,Handball,Yoyogi National Stadium
986,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool B: ROC vs France,11:40:00,2021-07-30,Volleyball,Ariake Arena
987,35.679538129089025, 139.71224149090568,True,Tennis, Men's Singles Gold Medal Match,12:00:00,2021-07-30,Table Tennis,Tokyo Metropolitan Gymnasium
988,35.67786383266573, 139.71366292613558,False,Athletics, Women's Discus Throw Qualifying Round,01:00:00,2021-07-31,Athletics,Olympic Stadium
989,35.7811380207295, 139.58779467064903,False,Shooting, Trap Mixed Team Finals,01:00:00,2021-07-31,Shooting,Asaka Shooting Range
990,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool B: United States vs ROC,01:00:00,2021-07-31,Volleyball,Ariake Arena
991,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group A: Montenegro vs Republic of Korea,01:00:00,2021-07-31,Handball,Yoyogi National Stadium
992,35.66516093172041, 139.52508181634872,False,Badminton, Women's Doubles Semifinals,01:00:00,2021-07-31,Badminton,Musashino Forest Sport Plaza
993,35.66446761779039, 139.52756286092847,False,Rugby, Women's Placing 9-10,01:00:00,2021-07-31,Rugby,Tokyo Stadium
994,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool B: Argentina vs Australia,01:30:00,2021-07-31,Hockey,Oi Hockey Stadium
995,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool A: India vs South Africa,02:00:00,2021-07-31,Hockey,Oi Hockey Stadium
996,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group B: Australia vs Spain,02:00:00,2021-07-31,Water Polo,Tatsumi Water Polo Centre
997,35.64977449961884, 140.03645074412134,False,Fencing, Women's Sabre Team Quarterfinals,02:00:00,2021-07-31,Fencing,Makuhari Messe Hall
998,35.63870992266322, 139.78568228668425,False,Cycling, Men's Park Seeding,02:10:00,2021-07-31,Cycling BMX Freestyle,Ariake Urban Sports Park
999,35.65154002713155, 139.81526845227876,False,Swimming, Women's 200m Backstroke Final,02:30:00,2021-07-31,Swimming,Tokyo Aquatics Centre
1000,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light (57-63kg) - Preliminaries - Round of 16,03:00:00,2021-07-31,Boxing,Kokugikan Arena
1001,35.69328639505304, 139.74961103902368,False,Martial Arts, Mixed Team Quarterfinals,03:00:00,2021-07-31,Judo,Nippon Budokan
1002,35.63522638292027, 139.78961039488578,False,Tennis, Women's Singles Bronze Medal Match,04:00:00,2021-07-31,Tennis,Ariake Tennis Park
1003,35.7811380207295, 139.58779467064903,False,Shooting, 50m Rifle 3 Positions Women's Finals,04:00:00,2021-07-31,Shooting,Asaka Shooting Range
1004,35.29979336326726, 139.48406276201857,False,Sailing, 49er Men,04:00:00,2021-07-31,Sailing,Enoshima Yacht Harbour
1005,35.64167062421445, 139.79257372832834,False,Gymnastics, Men's Final,05:00:00,2021-07-31,Trampoline Gymnastics,Ariake Gymnastics Centre
1006,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group B: Croatia vs Serbia,06:00:00,2021-07-31,Water Polo,Tatsumi Water Polo Centre
1007,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group B: Brazil vs Sweden,06:15:00,2021-07-31,Handball,Yoyogi National Stadium
1008,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool A: Serbia vs Brazil,06:20:00,2021-07-31,Volleyball,Ariake Arena
1009,35.65025376166539, 139.82892847281852,False,Archery, Men's Individual Semifinals,06:45:00,2021-07-31,Archery,Yumenoshima Park Archery Field
1010,35.62426208355979, 139.76843705331703,False,Volleyball, Men's or Women's Lucky Loser (1 match),07:00:00,2021-07-31,Beach Volley,Shiokaze Park
1011,35.66446761779039, 139.52756286092847,False,Rugby, Women's Placing 5-6,08:30:00,2021-07-31,Rugby,Tokyo Stadium
1012,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light (57-63kg) - Preliminaries - Round of 16,09:00:00,2021-07-31,Boxing,Kokugikan Arena
1013,35.69328639505304, 139.74961103902368,False,Martial Arts, Mixed Team Final,09:00:00,2021-07-31,Judo,Nippon Budokan
1014,35.66516093172041, 139.52508181634872,False,Badminton, Men's Doubles Bronze Medal Match,10:00:00,2021-07-31,Badminton,Musashino Forest Sport Plaza
1015,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group A: South Africa vs Greece,10:20:00,2021-07-31,Water Polo,Tatsumi Water Polo Centre
1016,35.64977449961884, 140.03645074412134,True,Fencing, Women's Sabre Team Gold Medal Match,10:30:00,2021-07-31,Fencing,Makuhari Messe Hall
1017,35.59269081886343, 139.75405101776522,False,Hockey, Women's Pool A: Ireland vs Great Britain,10:30:00,2021-07-31,Hockey,Oi Hockey Stadium
1018,35.67786383266573, 139.71366292613558,False,Athletics, Men's Long Jump Qualifying Round,11:00:00,2021-07-31,Athletics,Olympic Stadium
1019,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group A: Norway vs Netherlands,11:30:00,2021-07-31,Handball,Yoyogi National Stadium
1020,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool B: China vs Italy,11:40:00,2021-07-31,Volleyball,Ariake Arena
1021,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool B: Brazil vs France,01:00:00,2021-08-01,Volleyball,Ariake Arena
1022,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group B: Egypt vs Bahrain,01:00:00,2021-08-01,Handball,Yoyogi National Stadium
1023,35.64977449961884, 140.03645074412134,False,Fencing, Men's Foil Team Quarterfinals,01:00:00,2021-08-01,Fencing,Makuhari Messe Hall
1024,35.67786383266573, 139.71366292613558,False,Athletics, Women's 3000m Steeplechase Round 1,01:10:00,2021-08-01,Athletics,Olympic Stadium
1025,35.679538129089025, 139.71224149090568,False,Tennis, Women's Team Round of 16,02:00:00,2021-08-01,Table Tennis,Tokyo Metropolitan Gymnasium
1026,35.63870992266322, 139.78568228668425,False,Cycling, Men's Park Final,02:10:00,2021-08-01,Cycling BMX Freestyle,Ariake Urban Sports Park
1027,35.65154002713155, 139.81526845227876,False,Swimming, Women's 50m Freestyle Final,02:30:00,2021-08-01,Swimming,Tokyo Aquatics Centre
1028,35.69708642863296, 139.79336043405075,False,Boxing, Men's Feather (52-57kg) Quarterfinals,03:00:00,2021-08-01,Boxing,Kokugikan Arena
1029,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 76 kg 1/8 Finals,03:00:00,2021-08-01,Wrestling,Makuhari Messe Hall
1030,35.63522638292027, 139.78961039488578,True,Tennis, Men's Singles Victory Ceremony,04:00:00,2021-08-01,Tennis,Ariake Tennis Park
1031,35.29979336326726, 139.48406276201857,False,Sailing, 470 Men,04:00:00,2021-08-01,Sailing,Enoshima Yacht Harbour
1032,35.647754733125474, 139.8195228619168,False,Water Polo, Women's Preliminary Round - Group A: Netherlands vs Canada,06:00:00,2021-08-01,Water Polo,Tatsumi Water Polo Centre
1033,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group A: Norway vs France,06:15:00,2021-08-01,Handball,Yoyogi National Stadium
1034,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool A: Italy vs Venezuela,06:20:00,2021-08-01,Volleyball,Ariake Arena
1035,35.64167062421445, 139.79257372832834,True,Gymnastics, Men's Floor Exercise Victory Ceremony,09:00:00,2021-08-01,Artistic Gymnastics,Ariake Gymnastics Centre
1036,35.69708642863296, 139.79336043405075,False,Boxing, Men's Feather (52-57kg) Quarterfinals,09:00:00,2021-08-01,Boxing,Kokugikan Arena
1037,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 130 kg Semifinals,10:15:00,2021-08-01,Wrestling,Makuhari Messe Hall
1038,35.647754733125474, 139.8195228619168,False,Water Polo, Women's Preliminary Round - Group A: Australia vs South Africa,10:20:00,2021-08-01,Water Polo,Tatsumi Water Polo Centre
1039,35.64977449961884, 140.03645074412134,True,Fencing, Men's Foil Team Gold Medal Match,10:30:00,2021-08-01,Fencing,Makuhari Messe Hall
1040,35.67786383266573, 139.71366292613558,False,Athletics, Men's High Jump Final,11:00:00,2021-08-01,Athletics,Olympic Stadium
1041,35.66773432212354, 139.70019944667044,False,Handball, Men's Preliminary Round Group B: Denmark vs Sweden,11:30:00,2021-08-01,Handball,Yoyogi National Stadium
1042,35.643512573489566, 139.79473745950065,False,Volleyball, Men's Preliminary Round - Pool B: United States vs Argentina,11:40:00,2021-08-01,Volleyball,Ariake Arena
1043,35.66516093172041, 139.52508181634872,True,Badminton, Women's Singles Gold Medal Match,12:30:00,2021-08-01,Badminton,Musashino Forest Sport Plaza
1044,35.895211316703495, 139.6314078235249,False,Basketball, Republic of Korea vs Serbia,13:00:00,2021-08-01,Basketball,Saitama Super Arena
1045,35.7811380207295, 139.58779467064903,False,Shooting, Men's Qualification,00:30:00,2021-08-02,Shooting,Asaka Shooting Range
1046,35.67786383266573, 139.71366292613558,False,Athletics, Women's 1500m Round 1,01:00:00,2021-08-02,Athletics,Olympic Stadium
1047,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool B: United States vs Italy,01:00:00,2021-08-02,Volleyball,Ariake Arena
1048,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group B: France vs Brazil,01:00:00,2021-08-02,Handball,Yoyogi National Stadium
1049,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Double 1000m Heats,01:30:00,2021-08-02,Canoe Sprint,Sea Forest Waterway
1050,35.679538129089025, 139.71224149090568,False,Tennis, Women's Team Round of 16,02:00:00,2021-08-02,Table Tennis,Tokyo Metropolitan Gymnasium
1051,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group A: Greece vs United States,02:00:00,2021-08-02,Water Polo,Tatsumi Water Polo Centre
1052,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 76 kg Repechage,03:00:00,2021-08-02,Wrestling,Makuhari Messe Hall
1053,35.29979336326726, 139.48406276201857,False,Sailing, 470 Women,04:00:00,2021-08-02,Sailing,Enoshima Yacht Harbour
1054,35.66516093172041, 139.52508181634872,True,Badminton, Women's Doubles Gold Medal Match,05:00:00,2021-08-02,Badminton,Musashino Forest Sport Plaza
1055,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group B: Spain vs Croatia,06:00:00,2021-08-02,Water Polo,Tatsumi Water Polo Centre
1056,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group B: Hungary vs Sweden,06:15:00,2021-08-02,Handball,Yoyogi National Stadium
1057,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool B: China vs Argentina,06:20:00,2021-08-02,Volleyball,Ariake Arena
1058,35.679538129089025, 139.71224149090568,False,Tennis, Women's Team Quarterfinals,06:30:00,2021-08-02,Table Tennis,Tokyo Metropolitan Gymnasium
1059,35.01222390470476, 139.01558129892814,False,Cycling, Women's Team Pursuit Qualifying,07:30:00,2021-08-02,Cycling Track,Izu Velodrome
1060,35.64167062421445, 139.79257372832834,True,Gymnastics, Men's Rings Victory Ceremony,09:00:00,2021-08-02,Artistic Gymnastics,Ariake Gymnastics Centre
1061,35.6369951864692, 139.63364991415503,False,Equestrian, Eventing Jumping Individual Final,09:00:00,2021-08-02,Equestrian,Equestrian Park
1062,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 97 kg Semifinals,10:15:00,2021-08-02,Wrestling,Makuhari Messe Hall
1063,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Preliminary Round - Group B: Australia vs Kazakhstan,10:20:00,2021-08-02,Water Polo,Tatsumi Water Polo Centre
1064,35.67786383266573, 139.71366292613558,True,Athletics, Men's Long Jump Victory Ceremony,11:00:00,2021-08-02,Athletics,Olympic Stadium
1065,35.66773432212354, 139.70019944667044,False,Handball, Women's Preliminary Round Group A: Norway vs Japan,11:30:00,2021-08-02,Handball,Yoyogi National Stadium
1066,35.679538129089025, 139.71224149090568,False,Tennis, Women's Team Quarterfinals,11:30:00,2021-08-02,Table Tennis,Tokyo Metropolitan Gymnasium
1067,35.643512573489566, 139.79473745950065,False,Volleyball, Women's Preliminary Round - Pool A: Brazil vs Kenya,11:40:00,2021-08-02,Volleyball,Ariake Arena
1068,35.66516093172041, 139.52508181634872,True,Badminton, Men's Singles Gold Medal Match,12:00:00,2021-08-02,Badminton,Musashino Forest Sport Plaza
1069,35.67786383266573, 139.71366292613558,False,Athletics, Men's 1500m Round 1,01:00:00,2021-08-03,Athletics,Olympic Stadium
1070,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Double 1000m Semifinals,01:30:00,2021-08-03,Canoe Sprint,Sea Forest Waterway
1071,35.63522638292027, 139.78961039488578,False,Tennis, Women's Team Quarterfinals,02:00:00,2021-08-03,Tennis,Ariake Tennis Park
1072,35.69708642863296, 139.79336043405075,False,Boxing, Men's Feather (52-57kg) Semifinal,03:00:00,2021-08-03,Boxing,Kokugikan Arena
1073,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 68 kg Repechage,03:00:00,2021-08-03,Wrestling,Makuhari Messe Hall
1074,35.29979336326726, 139.48406276201857,False,Sailing, Foiling Nacra 17 Mixed - Medal Race,06:30:00,2021-08-03,Sailing,Enoshima Yacht Harbour
1075,35.01222390470476, 139.01558129892814,False,Cycling, Men's Team Sprint Qualifying,07:30:00,2021-08-03,Cycling Track,Izu Velodrome
1076,35.64167062421445, 139.79257372832834,True,Gymnastics, Men's Parallel Bars Victory Ceremony,09:00:00,2021-08-03,Artistic Gymnastics,Ariake Gymnastics Centre
1077,35.69708642863296, 139.79336043405075,False,Boxing, Men's Fly (48-52kg) Quarterfinals,09:00:00,2021-08-03,Boxing,Kokugikan Arena
1078,35.62349586496833, 139.7773659975334,False,Sport Climbing, Men's Combined Qualification - Bouldering,09:00:00,2021-08-03,Sport Climbing,Aomi Urban Sports Park
1079,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Greco-Roman 77 kg Final,10:15:00,2021-08-03,Wrestling.,Makuhari Messe Hall
1080,35.67786383266573, 139.71366292613558,False,Athletics, Men's 110m Hurdles Round 1,11:00:00,2021-08-03,Athletics,Olympic Stadium
1081,35.67786383266573, 139.71366292613558,False,Athletics, Men's Javelin Throw Qualifying Round,01:00:00,2021-08-04,Athletics,Olympic Stadium
1082,35.63870992266322, 139.78568228668425,False,Skateboarding, Women's Park Final,01:00:00,2021-08-04,Skateboarding.,Ariake Urban Sports Park
1083,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Canoe Single 200m Heats,01:30:00,2021-08-04,Canoe Sprint,Sea Forest Waterway
1084,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 62 kg Repechage,03:00:00,2021-08-04,Wrestling,Makuhari Messe Hall
1085,35.69708642863296, 139.79336043405075,False,Boxing, Women's Welter (64-69kg) Semifinals,06:00:00,2021-08-04,Boxing,Kokugikan Arena
1086,35.29979336326726, 139.48406276201857,False,Sailing, 470 Women - Medal Race,06:30:00,2021-08-04,Sailing,Enoshima Yacht Harbour
1087,35.01222390470476, 139.01558129892814,False,Cycling, Women's Keirin First round,07:30:00,2021-08-04,Cycling Track,Izu Velodrome
1088,35.62349586496833, 139.7773659975334,False,Sport Climbing, Women's Combined Qualification - Bouldering,09:00:00,2021-08-04,Sport Climbing,Aomi Urban Sports Park
1089,35.67786383266573, 139.71366292613558,False,Athletics, Women's 1500m Semifinals,10:30:00,2021-08-04,Athletics,Olympic Stadium
1090,35.64977449961884, 140.03645074412134,False,Wrestling, Men´s Freestyle 86 kg Semifinals,10:15:00,2021-08-04,Wrestling,Makuhari Messe Hall
1091,35.67786383266573, 139.71366292613558,False,Athletics, Women's High Jump Qualifying Round,01:00:00,2021-08-05,Athletics,Olympic Stadium
1092,35.63870992266322, 139.78568228668425,False,Skateboarding, Men's Park Final,01:00:00,2021-08-05,Skateboarding,Ariake Urban Sports Park
1093,35.60796457817903, 139.8147625026683,False,Canoeing, Women's Canoe Single 200m Semifinals,01:30:00,2021-08-05,Canoe Sprint,Sea Forest Waterway
1094,35.69328639505304, 139.74961103902368,False,Martial Arts, Women's Kata Ranking Round,02:00:00,2021-08-05,Karate,Nippon Budokan
1095,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 57 kg Repechage,03:00:00,2021-08-05,Wrestling,Makuhari Messe Hall
1096,35.66516093172041, 139.52508181634872,False,Modern Pentathlon, Men's Fencing Ranking Round,05:00:00,2021-08-05,Modern Pentathlon,Musashino Forest Sport Plaza
1097,35.69708642863296, 139.79336043405075,False,Boxing, Men's Fly (48-52kg) Semifinals,06:00:00,2021-08-05,Boxing.,Kokugikan Arena
1098,35.647754733125474, 139.8195228619168,False,Water Polo, Women's Semifinal,06:00:00,2021-08-05,Water Polo,Tatsumi Water Polo Centre
1099,35.01222390470476, 139.01558129892814,False,Cycling, Men's Sprint Quarterfinals,07:30:00,2021-08-05,Cycling Track,Izu Velodrome
1100,43.05988480448009, 141.34661238831993,False,Athletics, Men's 20km Race Walk Venue Ceremony,08:30:00,2021-08-05,Athletics,Sapporo Odori Park
1101,35.69328639505304, 139.74961103902368,False,Martial Arts, Women's Kata Bronze Medal Bouts,09:00:00,2021-08-05,Karate,Nippon Budokan
1102,35.62349586496833, 139.7773659975334,False,Sport Climbing, Men's Combined Final - Bouldering,09:30:00,2021-08-05,Sport Climbing,Aomi Urban Sports Park
1103,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 125 kg Semifinals,10:15:00,2021-08-05,Wrestling,Makuhari Messe Hall
1104,35.647754733125474, 139.8195228619168,False,Water Polo, Women's Semifinal,10:20:00,2021-08-05,Water Polo,Tatsumi Water Polo Centre
1105,35.67786383266573, 139.71366292613558,True,Athletics, Men's Triple Jump Victory Ceremony,11:00:00,2021-08-05,Athletics,Olympic Stadium
1106,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Single 1000m Heats,01:30:00,2021-08-06,Canoe Sprint,Sea Forest Waterway
1107,35.62426208355979, 139.76843705331703,True,Volleyball, Women's Gold Medal Match,02:00:00,2021-08-06,Beach Volleyball,Shiokaze Park
1108,35.69328639505304, 139.74961103902368,False,Martial Arts, Men's Kata Ranking Round,02:00:00,2021-08-06,Karate,Nippon Budokan
1109,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 53 kg Repechage,03:00:00,2021-08-06,Wrestling,Makuhari Messe Hall
1110,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light (57-63kg) Semifinals,06:00:00,2021-08-06,Boxing,Kokugikan Arena
1111,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Semifinal,06:00:00,2021-08-06,Water Polo,Tatsumi Water Polo Centre
1112,35.66446761779039, 139.52756286092847,False,Modern Pentathlon, Women's Fencing Bonus Round,06:30:00,2021-08-06,Modern Pentathlon,Tokyo Stadium
1113,35.01222390470476, 139.01558129892814,False,Cycling, Men's Sprint Semifinals,07:30:00,2021-08-06,Cycling Track,Izu Velodrome
1114,35.69328639505304, 139.74961103902368,False,Martial Arts, Men's Kata Bronze Medal Bouts,09:00:00,2021-08-06,Karate,Nippon Budokan
1115,35.62349586496833, 139.7773659975334,False,Sport Climbing, Women's Combined Final - Bouldering,09:30:00,2021-08-06,Sport Climbing,Aomi Urban Sports Park
1116,35.64977449961884, 140.03645074412134,False,Wrestling, Men's Freestyle 97 kg Semifinals,10:15:00,2021-08-06,Wrestling,Makuhari Messe Hall
1117,35.647754733125474, 139.8195228619168,False,Water Polo, Men's Semifinal,10:20:00,2021-08-06,Water Polo,Tatsumi Water Polo Centre
1118,35.67786383266573, 139.71366292613558,False,Athletics, Women's Javelin Throw Final ,11:50:00,2021-08-06,Athletics,Olympic Stadium
1119,35.60796457817903, 139.8147625026683,False,Canoeing, Men's Canoe Single 1000m Semifinals,01:30:00,2021-08-07,Canoe Sprint,Sea Forest Waterway
1120,35.647754733125474, 139.8195228619168,False,Water Polo, Women's classification match (5th-6th places),01:30:00,2021-08-07,Water Polo,Tatsumi Water Polo Centre
1121,35.62426208355979, 139.76843705331703,True,Volleyball, Men's Gold Medal Match,02:00:00,2021-08-07,Beach Volleybal,Shiokaze Park
1122,35.69708642863296, 139.79336043405075,False,Boxing, Women's Fly (48-51kg) Final,06:00:00,2021-08-07,Boxing,Kokugikan Arena
1123,35.69328639505304, 139.74961103902368,False,Martial Arts, Men's Kumite +75 kg Elimination Round,06:00:00,2021-08-07,Karate,Nippon Budokan
1124,35.66446761779039, 139.52756286092847,False,Modern Pentathlon, Men's Fencing Bonus Round,06:30:00,2021-08-07,Modern Pentathlon,Tokyo Stadium
1125,35.01222390470476, 139.01558129892814,False,Cycling, Men's Keirin First Round,07:30:00,2021-08-07,Cycling Track,Izu Velodrome
1126,35.64977449961884, 140.03645074412134,False,Wrestling, Women's Freestyle 50 kg Repechage,10:45:00,2021-08-07,Wrestling,Makuhari Messe Hall
1127,35.67786383266573, 139.71366292613558,False,Athletics, Women's 10000m Final,11:00:00,2021-08-07,Athletics,Olympic Stadium
1128,35.647754733125474, 139.8195228619168,False,Water Polo, Men's classification match (5th-6th places),01:30:00,2021-08-08,Water Polo,Tatsumi Water Polo Centre
1129,35.01222390470476, 139.01558129892814,False,Cycling, Women's Sprint Semifinals,02:00:00,2021-08-08,Cycling Track,Izu Velodrome
1130,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light (57-63kg) Final,06:00:00,2021-08-08,Boxing.,Kokugikan Arena
1131,37.72216480340486, 140.3640114979229,False,Baseball, Mexico vs Canada,01:00:00,2021-07-21,Baseball/Softball,Fukushima Azuma Baseball Stadium
1132,37.72216480340486, 140.3640114979229,False,Baseball, Italy vs Australia,01:00:00,2021-07-22,Baseball/Softball,Fukushima Azuma Baseball Stadium
1133,35.60796457817903, 139.8147625026683,False,Rowing, Men's Double Sculls Heats,00:30:00,2021-07-23,Rowing,Sea Forest Waterway
1134,35.7811380207295, 139.58779467064903,True,Shooting, 10m Air Rifle Women's Victory Ceremony,00:30:00,2021-07-24,Shooting,Asaka Shooting Range
1135,35.60796457817903, 139.8147625026683,False,Rowing, Women's Double Sculls Repechage,00:30:00,2021-07-24,Rowing,Sea Forest Waterway
1136,35.66516093172041, 139.52508181634872,False,Badminton, Men's Doubles Group Play Stage,01:00:00,2021-07-24,Badminton,Musashino Forest Sport Plaza
1137,35.64977449961884, 140.03645074412134,False,Fencing, Women's Epée Individual Table of 32,01:00:00,2021-07-24,Fencing,Makuhari Messe Hall
1138,35.679538129089025, 139.71224149090568,False,Tennis, Mixed Doubles Round of 16,01:00:00,2021-07-24,Table Tennis,Tokyo Metropolitan Gymnasium
1139,35.64977449961884, 140.03645074412134,False,Martial Arts, Women -49 kg Quarterfinals (4 matches),02:00:00,2021-07-24,Taekwondo,Makuhari Messe Hall
1140,35.69708642863296, 139.79336043405075,False,Boxing, Men's Feather (52-57kg) - Preliminaries - Round of 32,03:00:00,2021-07-24,Boxing,Kokugikan Arena
1141,35.69328639505304, 139.74961103902368,False,Martial Arts, Men -60 kg Elimination Rounds,03:00:00,2021-07-24,Judo,Nippon Budokan
1142,35.63522638292027, 139.78961039488578,False,Tennis, Men's Doubles First Round,03:00:00,2021-07-24,Tennis,Ariake Tennis Park
1143,35.65025376166539, 139.82892847281852,False,Archery, Mixed Team: Bronze Medal Match,06:15:00,2021-07-24,Archery,Yumenoshima Park Archery Field
1144,35.69708642863296, 139.79336043405075,False,Boxing, Men's Welter (63-69kg) - Preliminaries - Round of 32,09:00:00,2021-07-24,Boxing,Kokugikan Arena
1145,35.69328639505304, 139.74961103902368,False,Martial Arts, Men -60 kg Repechage,09:00:00,2021-07-24,Judo,Nippon Budokan
1146,35.64977449961884, 140.03645074412134,False,Fencing, Women's Epée Individual Bronze Medal Bout,10:00:00,2021-07-24,Fencing,Makuhari Messe Hall
1147,35.66516093172041, 139.52508181634872,False,Badminton, Men's Doubles Group Play Stage,10:00:00,2021-07-24,Badminton,Musashino Forest Sport Plaza
1148,35.64977449961884, 140.03645074412134,False,Martial Arts, Women -49 kg Bronze Medal Contests (2 matches),11:00:00,2021-07-24,Taekwondo,Makuhari Messe Hall
1149,35.65154002713155, 139.81526845227876,False,Swimming, Men's 400m Freestyle - Heats,11:00:00,2021-07-24,Swimming,Tokyo Aquatics Centre
1150,35.336127096773154, 140.39491001303773,False,Surfing, Men's Round 2,23:00:00,2021-07-25,Surfing,Tsurigasaki Surfing Beach
1151,35.7811380207295, 139.58779467064903,False,Shooting, 10m Air Rifle Men's Qualification,01:00:00,2021-07-25,Shooting,Asaka Shooting Range
1152,35.60796457817903, 139.8147625026683,False,Rowing, Men's Pair Repechage,01:00:00,2021-07-25,Rowing,Sea Forest Waterway
1153,35.64977449961884, 140.03645074412134,False,Fencing, Women's Foil Individual Table of 32,01:00:00,2021-07-25,Fencing,Makuhari Messe Hall
1154,35.64977449961884, 140.03645074412134,False,Martial Arts, Women -57 kg Quarterfinals (4 matches),02:00:00,2021-07-25,Taekwondo,Makuhari Messe Hall
1155,35.66516093172041, 139.52508181634872,False,Badminton, Men's Doubles Group Play Stage,02:00:00,2021-07-25,Badminton,Musashino Forest Sport Plaza
1156,35.65154002713155, 139.81526845227876,False,Swimming, Men's 400m Freestyle Final,02:30:00,2021-07-25,Swimming,Tokyo Aquatics Centre
1157,35.63522638292027, 139.78961039488578,False,Tennis, Men's Doubles First Round,03:00:00,2021-07-25,Tennis,Ariake Tennis Park
1158,35.69328639505304, 139.74961103902368,False,Martial Arts, Men -100 kg Elimination Rounds,03:00:00,2021-07-25,Judo,Nippon Budokan
1159,35.69328639505304, 139.74961103902368,False,Martial Arts, Men -66 kg Elimination Rounds,03:00:00,2021-07-25,Judo,Nippon Budokan
1160,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light (57-63kg) - Preliminaries - Round of 32,03:00:00,2021-07-25,Boxing,Kokugikan Arena
1161,35.29979336326726, 139.48406276201857,False,Sailing, Laser Men,04:00:00,2021-07-25,Sailing,Enoshima Yacht Harbour
1162,35.65025376166539, 139.82892847281852,False,Archery, Team Bronze Medal Match,05:45:00,2021-07-25,Archery,Yumenoshima Park Archery Field
1163,35.69708642863296, 139.79336043405075,False,Boxing, Men's Light Heavy (75-81kg) - Preliminaries - Round of 32,09:00:00,2021-07-25,Boxing,Kokugikan Arena
1164,35.69328639505304, 139.74961103902368,False,Martial Arts, Men -100 kg Repechage,09:00:00,2021-07-25,Judo,Nippon Budokan
1165,35.69328639505304, 139.74961103902368,False,Martial Arts, Men -66 kg Repechage,09:00:00,2021-07-25,Judo,Nippon Budokan
